Tuple	:	1000
Dimensi	:	3
111.	599, 625, 494
112.	150, 310, 900
113.	908, -120, 918
114.	-979, -942, -343
115.	930, -643, -653
116.	-514, 930, -801
117.	485, 849, 613
118.	917, 518, 396
119.	-642, -899, 114
120.	-953, 678, -635
121.	-512, 638, -313
122.	592, -883, 912
123.	756, -899, 996
124.	119, -938, 106
125.	509, -465, -921
126.	15, -95, 0
127.	-435, 751, -224
128.	791, -605, 988
129.	780, -443, 776
130.	403, -691, 695
131.	-997, 745, -319
132.	-497, 362, -700
133.	188, -831, -281
134.	-98, 388, -280
135.	32, -603, 427
136.	-134, 498, -878
137.	-483, -900, -660
138.	-576, 392, -768
139.	-585, 350, 536
140.	-216, -790, -588
141.	247, 161, -287
142.	692, -533, 673
143.	3, 609, -695
144.	189, -785, -263
145.	102, 764, 668
146.	472, 582, -931
147.	-360, -924, 251
148.	-422, -776, 541
149.	-595, 309, 294
150.	910, -898, 418
151.	-722, 80, -265
152.	-416, 879, 869
153.	-629, -338, 354
154.	9, -882, 61
155.	538, 502, 755
156.	298, 951, -217
157.	-747, -450, 720
158.	-331, 825, -869
159.	618, 590, -19
160.	-134, 4, -265
161.	6, -752, 207
162.	-523, -176, -125
163.	762, 388, 191
164.	-895, -66, -281
165.	-575, 618, 474
166.	-33, -5, -538
167.	469, -306, -141
168.	-734, 471, 502
169.	127, 395, -822
170.	-858, -544, 546
171.	-816, -107, 899
172.	348, 942, -354
173.	-267, -732, -74
174.	-162, -257, 463
175.	934, 470, -172
176.	-633, -770, 883
177.	280, 910, 545
178.	-139, -697, 500
179.	832, 616, -810
180.	131, 37, 106
181.	-527, 72, 248
182.	403, -498, -189
183.	554, -962, -106
184.	877, 20, -298
185.	638, -95, 237
186.	759, 22, 846
187.	-621, -67, -380
188.	939, 470, -522
189.	-222, -802, 50
190.	-757, -280, -723
191.	-371, 777, 451
192.	-919, -383, -410
193.	-181, 581, 129
194.	-582, -164, 97
195.	-903, -208, 981
196.	-976, -276, -207
197.	-20, -376, 191
198.	-331, -379, 25
199.	644, 858, 540
200.	-630, 345, -495
201.	-779, 51, 6
202.	724, -49, -568
203.	-196, -699, 430
204.	-288, -774, 464
205.	856, 47, 911
206.	116, 783, -432
207.	-804, -803, -866
208.	-110, -58, -753
209.	320, -230, -284
210.	712, -285, 465
211.	-931, 671, 282
212.	-803, -889, 693
213.	734, -704, 997
214.	410, -52, 100
215.	289, 954, -244
216.	947, -592, 611
217.	-522, -333, -327
218.	61, 606, -767
219.	660, -749, -699
220.	601, -834, -408
221.	85, 521, -435
222.	874, 509, 648
223.	594, 688, 536
224.	305, 9, -114
225.	-409, 454, -273
226.	664, 133, 437
227.	511, -342, 792
228.	-231, 529, 587
229.	-282, 128, 99
230.	-788, -761, -22
231.	-41, 742, -820
232.	729, 178, 382
233.	69, -131, 682
234.	101, -16, 966
235.	784, -202, -578
236.	-817, -300, -1
237.	406, -351, 308
238.	-447, -247, 186
239.	-584, -972, -500
240.	-412, 451, -421
241.	685, -285, 758
242.	-777, -553, -939
243.	812, -524, 93
244.	-352, 236, 928
245.	924, 353, 552
246.	810, -417, 57
247.	-991, 610, -287
248.	493, -47, -969
249.	706, 252, -105
250.	638, 885, 86
251.	975, 206, -297
252.	982, 604, 121
253.	-148, -871, -752
254.	852, 124, -922
255.	71, 860, -950
256.	-868, -403, 68
257.	-145, -232, -644
258.	-439, 530, -365
259.	907, -920, 826
260.	-341, -174, -299
261.	-733, 443, -907
262.	103, -296, 133
263.	324, -785, 283
264.	-276, -669, 702
265.	-588, 787, 491
266.	-358, -581, -539
267.	-182, 265, 682
268.	783, 307, -654
269.	885, -869, -800
270.	-263, -447, -57
271.	198, -370, -418
272.	290, -255, -9
273.	688, 792, -216
274.	-424, 779, 562
275.	-821, 778, -892
276.	-925, 266, 217
277.	522, -423, -387
278.	-965, -788, -107
279.	826, 228, 710
280.	-411, 947, -569
281.	547, -122, 438
282.	-303, 543, -578
283.	569, 453, -146
284.	703, 266, 257
285.	622, 979, 713
286.	245, 14, -310
287.	310, -830, 623
288.	-133, -300, -931
289.	802, -199, 295
290.	-138, 522, 910
291.	-977, -981, -547
292.	282, 609, 824
293.	912, -844, -588
294.	-252, 705, -930
295.	-365, 576, 77
296.	361, -513, 914
297.	-988, 61, -722
298.	-473, -516, -656
299.	464, -812, 514
300.	82, 326, 195
301.	228, -970, -792
302.	-611, 438, -171
303.	854, -275, 487
304.	639, -845, 910
305.	-211, -376, 104
306.	-879, -424, -902
307.	349, 992, -73
308.	386, -297, -91
309.	118, -864, -71
310.	-260, -561, -747
311.	-5, -418, 410
312.	913, -501, -496
313.	42, -160, 536
314.	54, 751, 56
315.	486, -729, 750
316.	853, -26, 806
317.	59, 567, 947
318.	-115, 49, -923
319.	244, 814, -565
320.	-29, -478, -230
321.	947, 405, 743
322.	650, 404, 542
323.	-517, -575, 968
324.	-175, 491, 849
325.	771, -215, 654
326.	205, 356, 90
327.	798, -609, 807
328.	-972, -100, -202
329.	-972, 650, 72
330.	628, -586, 700
331.	-256, 646, -922
332.	976, -123, 639
333.	912, -850, 97
334.	-872, -112, -254
335.	984, -446, -555
336.	-212, 966, -54
337.	-174, -889, 6
338.	-444, -286, -191
339.	553, 82, -420
340.	-598, -747, 554
341.	804, 196, 794
342.	-985, 361, 350
343.	414, 853, -409
344.	-269, 961, -886
345.	25, -826, -875
346.	110, 115, 234
347.	889, -482, -209
348.	-687, 694, 685
349.	498, 557, -214
350.	-156, -43, -425
351.	425, 157, 712
352.	623, -548, 918
353.	-129, -121, 663
354.	-880, -718, -555
355.	-485, -853, 425
356.	-381, 619, 404
357.	165, 754, 412
358.	-44, -605, -962
359.	635, -115, 17
360.	-551, -633, -720
361.	707, -877, -479
362.	-514, 264, 930
363.	-688, 428, 49
364.	-970, -102, 931
365.	-41, 404, -225
366.	-945, -344, -251
367.	-372, -812, 481
368.	331, 896, 333
369.	915, 164, -177
370.	-898, 857, -873
371.	287, 496, -393
372.	-687, 83, 29
373.	138, 336, 607
374.	467, -432, -291
375.	347, -761, 567
376.	-136, -905, -488
377.	-683, -174, -81
378.	-480, 914, -390
379.	-876, -69, -800
380.	61, 380, -565
381.	-969, 361, 752
382.	533, -266, 164
383.	-685, -795, -2
384.	-292, 470, 702
385.	-238, 291, 522
386.	552, 1000, -803
387.	846, -508, 391
388.	-315, -267, 193
389.	467, 489, 55
390.	272, 261, 295
391.	-586, 488, -675
392.	416, 631, 607
393.	-703, -721, 851
394.	-833, -297, -618
395.	15, -861, 54
396.	528, 486, -110
397.	976, 327, 297
398.	763, -263, -714
399.	55, 203, 334
400.	251, 412, -886
401.	-536, -660, 83
402.	889, -203, -815
403.	-540, 642, 699
404.	-42, 954, 106
405.	-697, -864, 470
406.	-525, 15, 830
407.	256, 67, 181
408.	510, -241, -626
409.	449, -769, 371
410.	-240, -235, 655
411.	577, -362, -734
412.	813, -108, -324
413.	762, -428, -442
414.	-113, -120, -498
415.	665, 990, 751
416.	970, 89, 663
417.	135, 590, 667
418.	671, 486, -101
419.	630, -972, 148
420.	668, 435, 415
421.	-726, 118, 566
422.	-12, 640, -153
423.	-938, 842, 581
424.	-814, 515, 231
425.	-127, -252, -831
426.	33, 30, -260
427.	-329, 829, 939
428.	-948, 883, 458
429.	889, 611, -51
430.	-870, -76, 592
431.	-938, 949, 972
432.	-690, 410, 523
433.	69, -407, 959
434.	-431, 118, 375
435.	810, 804, 45
436.	74, 980, -339
437.	-998, -234, 227
438.	-559, 627, 434
439.	-762, 741, -640
440.	675, 54, -661
441.	-204, -238, 669
442.	-488, 653, -313
443.	911, -935, -362
444.	156, 572, 602
445.	805, -580, 185
446.	877, 415, -901
447.	859, -905, -945
448.	126, -584, -894
449.	987, -524, -855
450.	-808, -808, -47
451.	-782, 660, 855
452.	-753, -843, 751
453.	-189, -122, 355
454.	-639, -988, -696
455.	977, 492, -205
456.	291, 511, -14
457.	-547, -480, 927
458.	-235, -676, -868
459.	552, 451, 253
460.	-273, -274, -694
461.	723, -117, -12
462.	303, -303, 584
463.	-102, -418, 883
464.	-930, 27, -901
465.	887, 832, -778
466.	762, -278, 90
467.	481, 873, -736
468.	207, -671, 237
469.	-475, 693, 26
470.	-336, -117, -191
471.	681, -297, 57
472.	-340, 566, -333
473.	-643, 917, 129
474.	-731, 191, 629
475.	335, 489, -651
476.	389, -341, 487
477.	721, -251, 413
478.	-674, 943, 135
479.	11, 654, 231
480.	-958, -753, -992
481.	873, 375, -663
482.	-560, -977, -11
483.	2, -847, -171
484.	-581, -545, -637
485.	567, 628, 105
486.	392, 241, 161
487.	-273, 161, -351
488.	-792, -998, -127
489.	-206, -901, 731
490.	-219, -860, 44
491.	-352, 250, 625
492.	8, -900, -475
493.	-499, -892, 444
494.	-924, -182, -356
495.	-26, -32, 621
496.	-923, 88, -215
497.	-642, 506, 512
498.	-379, 967, 295
499.	279, 305, -339
500.	506, 71, 97
501.	499, -967, -520
502.	-228, -532, 584
503.	-140, 440, 204
504.	-976, -138, -835
505.	-848, 622, -999
506.	-380, 326, 161
507.	673, -412, -620
508.	170, 640, 857
509.	-917, 275, -772
510.	155, 260, -457
511.	-836, 393, 357
512.	960, 658, 650
513.	602, -182, 970
514.	288, -435, 409
515.	-620, 177, -888
516.	-15, -828, 636
517.	429, -797, -17
518.	197, -678, -610
519.	-217, -624, -569
520.	-972, 325, -841
521.	716, -49, -957
522.	-155, 283, -741
523.	-602, 438, -918
524.	-932, 348, 827
525.	696, -272, 318
526.	-843, -449, -960
527.	-968, 80, 278
528.	-449, 46, 304
529.	-979, 570, 415
530.	-646, 649, 973
531.	643, -611, -535
532.	232, 346, -999
533.	-518, 863, 113
534.	164, -571, 39
535.	-795, 127, 37
536.	-600, -13, -298
537.	136, 283, 8
538.	130, -310, -863
539.	285, 576, -498
540.	-460, -272, 804
541.	344, 878, 31
542.	64, -461, 382
543.	-43, -919, -240
544.	599, -561, -132
545.	200, 787, -103
546.	973, 502, 387
547.	886, 250, -726
548.	-377, -947, 211
549.	622, -503, -241
550.	-149, -70, 333
551.	852, 8, 847
552.	892, -353, 561
553.	-403, -845, 1
554.	-308, -453, -988
555.	-255, -692, -142
556.	-184, 821, 117
557.	480, -435, -317
558.	587, -374, -97
559.	-753, -589, -100
560.	-94, 907, 813
561.	682, 179, -32
562.	-691, 427, -54
563.	670, 100, 656
564.	872, -682, 28
565.	540, -968, 696
566.	173, -105, -395
567.	791, 549, 661
568.	-916, -705, -15
569.	961, 977, -481
570.	-15, -504, -825
571.	-834, 867, -989
572.	116, -303, 916
573.	868, -259, -879
574.	727, 211, -655
575.	-210, -358, -965
576.	611, 953, -286
577.	-226, 845, 559
578.	-764, -755, -996
579.	-111, 961, -949
580.	-189, -770, -227
581.	-883, -510, 399
582.	-817, 136, 124
583.	499, 125, 94
584.	-174, -875, -241
585.	-201, -777, -449
586.	-577, -730, -729
587.	859, -199, -14
588.	410, -873, -998
589.	0, 156, -924
590.	-342, -865, -598
591.	264, -823, -485
592.	-526, -250, -569
593.	413, -166, -179
594.	-18, 644, 43
595.	-376, -777, 918
596.	478, 270, -456
597.	-745, 734, 868
598.	-790, 670, 334
599.	-101, 900, 483
600.	313, 668, -967
601.	-523, 3, 552
602.	986, 466, 184
603.	948, 326, 789
604.	317, -350, 982
605.	-223, 477, 987
606.	895, 587, -947
607.	914, -368, -906
608.	-152, 790, 963
609.	807, 711, 160
610.	733, 587, -935
611.	655, -809, -676
612.	-489, -670, -558
613.	126, 921, 175
614.	-773, 598, 596
615.	544, -841, -697
616.	67, -341, 491
617.	634, 984, -344
618.	834, -850, -77
619.	492, 269, 612
620.	117, 789, -193
621.	-580, -884, 400
622.	-645, -909, 637
623.	24, 96, -22
624.	450, 148, -814
625.	-561, 429, -814
626.	-468, 842, 815
627.	-598, -571, -95
628.	875, 813, -127
629.	840, 311, -176
630.	-278, 49, 394
631.	863, -152, -691
632.	32, -626, -703
633.	428, -168, 811
634.	-595, -152, 64
635.	469, 671, -247
636.	400, -294, -205
637.	-163, -8, -65
638.	-281, -277, 325
639.	197, 531, 929
640.	495, 605, 425
641.	-44, -342, 526
642.	-466, -206, 132
643.	-530, 615, -892
644.	-354, 140, -266
645.	821, -707, 268
646.	-529, -161, 798
647.	-510, -58, -413
648.	-921, -462, 228
649.	-555, 217, -368
650.	-123, -531, -902
651.	-555, -205, -750
652.	342, -383, 421
653.	-100, 747, -899
654.	255, 744, 912
655.	282, 801, 15
656.	-372, -197, 670
657.	349, -370, -18
658.	-688, -777, -502
659.	870, 238, -981
660.	-137, -285, 971
661.	-285, 406, 487
662.	-471, -963, -225
663.	-178, -897, -392
664.	30, -678, 990
665.	479, 998, 881
666.	733, -402, -340
667.	-510, 518, 980
668.	-802, -65, 129
669.	-353, -269, -845
670.	-377, -93, -283
671.	-65, -140, -749
672.	8, 486, -476
673.	-91, 294, 319
674.	742, -907, 390
675.	-660, -37, 15
676.	520, 873, -187
677.	-248, -81, 202
678.	-917, 329, -703
679.	108, 376, -148
680.	267, 936, 841
681.	-787, -172, 199
682.	-921, -720, 178
683.	987, -976, 812
684.	202, -57, -105
685.	707, 37, -964
686.	249, -619, -937
687.	-111, -252, 912
688.	654, -215, -311
689.	-850, 261, 436
690.	302, -713, 916
691.	625, -218, -800
692.	868, 38, 3
693.	763, 503, -328
694.	976, -398, 619
695.	-24, 895, -917
696.	886, 912, 233
697.	-917, -516, 904
698.	840, 807, -31
699.	-700, 126, -222
700.	-495, -752, -623
701.	-268, -878, -106
702.	494, -926, -112
703.	725, -728, 461
704.	-599, 380, 343
705.	795, 259, 796
706.	-442, 48, -657
707.	158, -824, -18
708.	610, -984, 880
709.	-739, 286, 516
710.	-450, -127, 914
711.	778, -309, 459
712.	-238, 584, 139
713.	314, -78, 904
714.	-842, 253, -127
715.	-246, -934, -688
716.	21, -396, -168
717.	-475, 261, 890
718.	785, 140, 761
719.	799, 379, -631
720.	666, -737, -622
721.	604, 642, -17
722.	102, 393, -45
723.	610, -934, 497
724.	-577, 485, -412
725.	-426, -911, 445
726.	-839, -180, 332
727.	-986, 258, -191
728.	-940, -135, -892
729.	327, 977, -48
730.	-37, -579, 25
731.	24, -173, 405
732.	490, -827, 313
733.	-818, 573, -7
734.	162, -744, -883
735.	79, 359, 140
736.	-922, -97, -157
737.	-314, 120, -803
738.	-844, -499, -610
739.	653, -113, -750
740.	-210, 877, -691
741.	-514, 406, -476
742.	-272, 682, 924
743.	175, -723, -668
744.	-171, 209, -596
745.	-838, 158, 540
746.	-588, 741, 504
747.	210, 546, 677
748.	277, -754, 228
749.	767, 264, -536
750.	-376, 832, 706
751.	24, 681, 651
752.	953, 344, -26
753.	-655, -314, -657
754.	-387, -791, -702
755.	214, -234, 384
756.	460, -694, 396
757.	-692, -247, -393
758.	-520, -721, -961
759.	-689, 378, -431
760.	417, -58, -931
761.	-516, 383, -24
762.	-1, 83, -858
763.	-630, 926, 147
764.	-755, -362, -861
765.	166, 323, -845
766.	-342, 697, 972
767.	565, 62, -751
768.	-979, -600, -165
769.	333, 651, -727
770.	-201, 642, -233
771.	585, -783, 333
772.	360, 59, -302
773.	786, 849, -350
774.	-117, -342, 537
775.	-710, 650, 324
776.	230, -181, 531
777.	141, 155, 754
778.	861, 453, 273
779.	-651, 41, 36
780.	249, -244, 752
781.	92, 285, -500
782.	-920, 244, -293
783.	-824, 619, -103
784.	-569, -618, -137
785.	-671, 299, -617
786.	103, 993, -707
787.	-921, 780, -12
788.	941, 862, 25
789.	-714, -284, 464
790.	510, 887, -430
791.	423, -147, -566
792.	-89, -699, -669
793.	32, 422, 971
794.	-206, -783, 941
795.	-909, -341, -499
796.	-430, -97, 832
797.	508, 640, 198
798.	-397, -794, -238
799.	-72, 1000, -985
800.	-974, 270, -58
801.	-154, 864, -344
802.	-259, -45, 412
803.	33, -464, -707
804.	437, -33, 488
805.	-870, 242, 727
806.	-258, 984, 754
807.	-995, -541, -960
808.	678, -239, 430
809.	32, -617, 887
810.	-757, -228, 978
811.	-787, -830, 65
812.	-6, 726, -717
813.	114, -202, -293
814.	-794, 531, -889
815.	-114, 130, -815
816.	801, 155, -299
817.	324, 744, 434
818.	784, -940, 28
819.	-847, 369, 55
820.	407, 587, 422
821.	-971, 70, -704
822.	673, -720, 75
823.	283, -954, 109
824.	360, 583, -927
825.	-816, 979, 385
826.	-455, 37, 79
827.	666, 530, 407
828.	382, 167, -819
829.	509, 329, -828
830.	-31, -324, -30
831.	-828, -822, -938
832.	206, -424, -127
833.	364, 369, -974
834.	-773, -904, -588
835.	-775, -882, -907
836.	837, -185, -591
837.	787, -728, -541
838.	-378, 982, -699
839.	632, 213, 628
840.	-982, 702, -321
841.	167, -897, -720
842.	186, -971, -62
843.	-394, -356, -165
844.	-113, -814, 270
845.	467, 328, 826
846.	-857, 56, -340
847.	-203, -728, -452
848.	414, -844, -53
849.	453, -28, 253
850.	410, 202, 535
851.	749, 682, -192
852.	562, -148, -623
853.	-616, -851, 1000
854.	-222, 389, 893
855.	-813, -53, -704
856.	495, -305, 102
857.	990, 611, 813
858.	-24, 403, 761
859.	-87, 574, 253
860.	-794, 460, 515
861.	-307, 450, -629
862.	-82, 434, -654
863.	-731, -828, -121
864.	-976, -565, -315
865.	-178, -328, 350
866.	-980, 833, -791
867.	456, 961, 351
868.	-944, 532, 183
869.	259, 8, 939
870.	-115, 664, 608
871.	-937, 724, 52
872.	-625, -733, -400
873.	-569, -608, -328
874.	529, 34, -85
875.	-101, 897, 694
876.	932, 610, -146
877.	-687, 484, 602
878.	-340, -748, 323
879.	457, -735, 642
880.	894, 840, -51
881.	313, -309, 973
882.	763, -662, 995
883.	-575, 718, -384
884.	877, -155, -391
885.	367, -558, 516
886.	-620, -266, 670
887.	-172, -240, 627
888.	134, 802, 518
889.	-954, 925, 546
890.	-56, -589, 905
891.	119, -61, 288
892.	-116, 239, -591
893.	-607, -909, 915
894.	849, 41, -991
895.	-30, 539, -318
896.	77, -947, -789
897.	574, 651, 755
898.	217, 901, 772
899.	-891, 295, 737
900.	832, 285, -196
901.	744, -519, 210
902.	-220, 753, -156
903.	-311, -46, 612
904.	192, -632, -642
905.	-994, -26, 528
906.	-148, -265, -755
907.	-136, -302, -335
908.	738, -34, 387
909.	-936, -817, -269
910.	388, 509, -127
911.	-754, 502, -515
912.	-200, -614, 676
913.	-963, -624, -1000
914.	-29, -279, 169
915.	316, -75, 342
916.	-874, -321, 522
917.	-448, 1000, -369
918.	936, -313, 242
919.	-672, -193, 326
920.	483, 127, -122
921.	-322, -489, 873
922.	907, -433, 130
923.	798, 793, 612
924.	181, -328, -970
925.	-933, 904, 390
926.	-885, -808, 526
927.	-724, -698, -152
928.	121, -556, 99
929.	-338, 207, 402
930.	-942, -614, -304
931.	-530, -355, 609
932.	645, 172, 710
933.	402, -30, 668
934.	-171, 295, -116
935.	-622, 768, 994
936.	-212, 905, -634
937.	838, -565, -875
938.	58, 866, -766
939.	235, -997, -39
940.	100, 412, 526
941.	-736, 911, -85
942.	637, 288, -498
943.	213, -766, 621
944.	-804, 295, -882
945.	-205, -803, 844
946.	-420, -495, 264
947.	261, 21, 449
948.	877, 79, -398
949.	-217, 70, -627
950.	-7, -879, 853
951.	-622, -78, 35
952.	867, -735, -751
953.	-224, 575, -550
954.	234, 410, 599
955.	86, -881, -533
956.	580, 823, 901
957.	415, 522, -345
958.	452, 746, 49
959.	-364, 356, -19
960.	849, 829, -811
961.	986, 438, -979
962.	482, -946, -367
963.	890, 95, -379
964.	225, -281, -309
965.	-395, 154, -762
966.	574, -806, 747
967.	842, -112, 111
968.	-859, 453, 444
969.	-30, -236, 813
970.	564, -743, -220
971.	361, 659, 625
972.	988, -388, 805
973.	-461, 641, 455
974.	920, -60, 782
975.	938, 839, 823
976.	-84, -692, 332
977.	462, 912, 149
978.	132, 481, -470
979.	119, -973, -901
980.	315, 165, -57
981.	339, -500, -66
982.	6, -179, 797
983.	-433, -952, -225
984.	-282, 815, -914
985.	-368, -934, -522
986.	-428, -829, -933
987.	497, -927, 119
988.	490, 169, -986
989.	-921, 649, 31
990.	-757, 364, 7
991.	627, -437, -906
992.	-406, 667, 686
993.	-278, 652, -490
994.	-485, 35, 820
995.	-578, -248, 673
996.	503, -72, -540
997.	381, -471, 289
998.	-898, 393, 327
999.	-966, 214, 936
1000.	-673, -476, 515
